classifier_variant,sample_id,context_id,target_act,arm,model,predicted_act,act_match,response_sha256
hybrid_svm,routing-v1|scaffolding-446|oracle_action,scaffolding-446,probing,oracle_action,glm-5.2,probing,1,ad816005669ef352c9d1b96fbfd757397406dc1bde09953b9864108288b96883
char_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M2.7,probing,1,3da9fe16e6e410b52f9b41e63249bf9184639dfbe6c92c1cdf70abf0b0ff72f6
word_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M2.7,focus,0,3da9fe16e6e410b52f9b41e63249bf9184639dfbe6c92c1cdf70abf0b0ff72f6
hybrid_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M2.7,telling,0,3da9fe16e6e410b52f9b41e63249bf9184639dfbe6c92c1cdf70abf0b0ff72f6
char_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M3,probing,1,0e21f70842169abd9e4f63748b95610dce0c4844ffcdaac69df5f9c086e53a81
word_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M3,probing,1,0e21f70842169abd9e4f63748b95610dce0c4844ffcdaac69df5f9c086e53a81
hybrid_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,MiniMax-M3,probing,1,0e21f70842169abd9e4f63748b95610dce0c4844ffcdaac69df5f9c086e53a81
char_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,deepseek-v4-pro,probing,1,14b1420f6f88ea1e585df015beb552856dc16e2b6d395633f8bf31d33b9ffe32
word_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,deepseek-v4-pro,probing,1,14b1420f6f88ea1e585df015beb552856dc16e2b6d395633f8bf31d33b9ffe32
hybrid_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,deepseek-v4-pro,probing,1,14b1420f6f88ea1e585df015beb552856dc16e2b6d395633f8bf31d33b9ffe32
char_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,8bccf3aa123fe0ab2d767c4f3023792706fe759c4c3252f75cef6065ca690320
word_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,8bccf3aa123fe0ab2d767c4f3023792706fe759c4c3252f75cef6065ca690320
hybrid_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,doubao-seed-2.0-lite,probing,1,8bccf3aa123fe0ab2d767c4f3023792706fe759c4c3252f75cef6065ca690320
char_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,glm-5.2,probing,1,2e098b98922c52d9fed3993003a332cac1d079514bac732e105e8883dacf2bb3
word_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,glm-5.2,focus,0,2e098b98922c52d9fed3993003a332cac1d079514bac732e105e8883dacf2bb3
hybrid_svm,routing-v1|scaffolding-446|uniform_scaffold,scaffolding-446,probing,uniform_scaffold,glm-5.2,focus,0,2e098b98922c52d9fed3993003a332cac1d079514bac732e105e8883dacf2bb3
char_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M2.7,focus,0,30736a90eee3a1c37d03e54c008959b645013edec00d01a59910599aa4bada59
word_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M2.7,focus,0,30736a90eee3a1c37d03e54c008959b645013edec00d01a59910599aa4bada59
hybrid_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M2.7,focus,0,30736a90eee3a1c37d03e54c008959b645013edec00d01a59910599aa4bada59
char_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M3,focus,0,a89246f9354668eca435eac6779c065a26cff7631bc2912bb7e47e98234c4c9a
word_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M3,focus,0,a89246f9354668eca435eac6779c065a26cff7631bc2912bb7e47e98234c4c9a
hybrid_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,MiniMax-M3,focus,0,a89246f9354668eca435eac6779c065a26cff7631bc2912bb7e47e98234c4c9a
char_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,deepseek-v4-pro,focus,0,8f80f365200e538b78a9c0ad3bb3ed4873fed0faabbfdc5ccb13e135ec30d5e6
word_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,deepseek-v4-pro,probing,1,8f80f365200e538b78a9c0ad3bb3ed4873fed0faabbfdc5ccb13e135ec30d5e6
hybrid_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,deepseek-v4-pro,probing,1,8f80f365200e538b78a9c0ad3bb3ed4873fed0faabbfdc5ccb13e135ec30d5e6
char_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,4ab80134e640f191f20b55cd7c9c5a05280216f01bfcd39446edd603eebd6cd0
word_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,doubao-seed-2.0-lite,probing,1,4ab80134e640f191f20b55cd7c9c5a05280216f01bfcd39446edd603eebd6cd0
hybrid_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,4ab80134e640f191f20b55cd7c9c5a05280216f01bfcd39446edd603eebd6cd0
char_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,glm-5.2,focus,0,3d578a91639b1b477352b76a46796f776e1ac921192dcb4baf566591236fa8ef
word_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,glm-5.2,focus,0,3d578a91639b1b477352b76a46796f776e1ac921192dcb4baf566591236fa8ef
hybrid_svm,routing-v1|scaffolding-448|adaptive_router,scaffolding-448,probing,adaptive_router,glm-5.2,focus,0,3d578a91639b1b477352b76a46796f776e1ac921192dcb4baf566591236fa8ef
char_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M2.7,telling,0,2f44c2b092f92ac33f5297171534b4fa5a13cd5673e4c8562399935a10d946ce
word_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M2.7,focus,0,2f44c2b092f92ac33f5297171534b4fa5a13cd5673e4c8562399935a10d946ce
hybrid_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M2.7,focus,0,2f44c2b092f92ac33f5297171534b4fa5a13cd5673e4c8562399935a10d946ce
char_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M3,focus,0,f196a7c5d7262f859b5e6eb881e6d0369f9408a7fb2cf1fdc5dc37a6b1d8b25e
word_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M3,probing,1,f196a7c5d7262f859b5e6eb881e6d0369f9408a7fb2cf1fdc5dc37a6b1d8b25e
hybrid_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,MiniMax-M3,probing,1,f196a7c5d7262f859b5e6eb881e6d0369f9408a7fb2cf1fdc5dc37a6b1d8b25e
char_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,deepseek-v4-pro,focus,0,15995ec4a83d9575b75b1a862a61b7b0128fb2302d5c34e45d29026edef3d048
word_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,deepseek-v4-pro,focus,0,15995ec4a83d9575b75b1a862a61b7b0128fb2302d5c34e45d29026edef3d048
hybrid_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,deepseek-v4-pro,focus,0,15995ec4a83d9575b75b1a862a61b7b0128fb2302d5c34e45d29026edef3d048
char_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,doubao-seed-2.0-lite,focus,0,fde4688de246c3078f53404285ac1eb20e5447408b27b0dbbf84c81cd4800a97
word_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,doubao-seed-2.0-lite,focus,0,fde4688de246c3078f53404285ac1eb20e5447408b27b0dbbf84c81cd4800a97
hybrid_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,doubao-seed-2.0-lite,focus,0,fde4688de246c3078f53404285ac1eb20e5447408b27b0dbbf84c81cd4800a97
char_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,glm-5.2,focus,0,a3252ac18935248ad69a4735d08750db3172de68ec32929957f0507a2d2c25ca
word_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,glm-5.2,probing,1,a3252ac18935248ad69a4735d08750db3172de68ec32929957f0507a2d2c25ca
hybrid_svm,routing-v1|scaffolding-448|generic,scaffolding-448,probing,generic,glm-5.2,probing,1,a3252ac18935248ad69a4735d08750db3172de68ec32929957f0507a2d2c25ca
char_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M2.7,focus,0,a753efa1e1b79e4f16b075c9d657fc99f30de278c4a96087365a93cd73006918
word_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M2.7,focus,0,a753efa1e1b79e4f16b075c9d657fc99f30de278c4a96087365a93cd73006918
hybrid_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M2.7,focus,0,a753efa1e1b79e4f16b075c9d657fc99f30de278c4a96087365a93cd73006918
char_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M3,focus,0,d9b721caee1d1251f1008944de0e7bd7cb5bd4babeec8d4d8e0cfbf7e605d9ca
word_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M3,focus,0,d9b721caee1d1251f1008944de0e7bd7cb5bd4babeec8d4d8e0cfbf7e605d9ca
hybrid_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,MiniMax-M3,focus,0,d9b721caee1d1251f1008944de0e7bd7cb5bd4babeec8d4d8e0cfbf7e605d9ca
char_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,deepseek-v4-pro,focus,0,5cec697402910d8bbf367666dc5b6918f9ad6e4a8ab9eb3a96e391dfc834bda3
word_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,deepseek-v4-pro,focus,0,5cec697402910d8bbf367666dc5b6918f9ad6e4a8ab9eb3a96e391dfc834bda3
hybrid_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,deepseek-v4-pro,focus,0,5cec697402910d8bbf367666dc5b6918f9ad6e4a8ab9eb3a96e391dfc834bda3
char_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,doubao-seed-2.0-lite,focus,0,1d2581b907af63d0b61f117c257a37767208d509ce950f19a277d7f1900f3a54
word_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,doubao-seed-2.0-lite,focus,0,1d2581b907af63d0b61f117c257a37767208d509ce950f19a277d7f1900f3a54
hybrid_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,doubao-seed-2.0-lite,focus,0,1d2581b907af63d0b61f117c257a37767208d509ce950f19a277d7f1900f3a54
char_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,glm-5.2,focus,0,bd9e5e463f67e04761c5f2ee6df327d38cfbc94778e5ca0bafd94d48f40701d7
word_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,glm-5.2,focus,0,bd9e5e463f67e04761c5f2ee6df327d38cfbc94778e5ca0bafd94d48f40701d7
hybrid_svm,routing-v1|scaffolding-448|oracle_action,scaffolding-448,probing,oracle_action,glm-5.2,focus,0,bd9e5e463f67e04761c5f2ee6df327d38cfbc94778e5ca0bafd94d48f40701d7
char_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M2.7,focus,0,d2bb4d95aba332becd29a3378e6445e9ee858d89a52699d0d89db18a91af7875
word_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M2.7,focus,0,d2bb4d95aba332becd29a3378e6445e9ee858d89a52699d0d89db18a91af7875
hybrid_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M2.7,focus,0,d2bb4d95aba332becd29a3378e6445e9ee858d89a52699d0d89db18a91af7875
char_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M3,probing,1,cee2418e5e2255b353cfab1e56c1c925be1630e29b3e332b0e394edc8f99f5ac
word_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M3,probing,1,cee2418e5e2255b353cfab1e56c1c925be1630e29b3e332b0e394edc8f99f5ac
hybrid_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,MiniMax-M3,probing,1,cee2418e5e2255b353cfab1e56c1c925be1630e29b3e332b0e394edc8f99f5ac
char_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,deepseek-v4-pro,focus,0,032ff2cce0d6ccb985d13eaaa146f4c11671b61a0329518c9edafc584adee616
word_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,deepseek-v4-pro,focus,0,032ff2cce0d6ccb985d13eaaa146f4c11671b61a0329518c9edafc584adee616
hybrid_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,deepseek-v4-pro,focus,0,032ff2cce0d6ccb985d13eaaa146f4c11671b61a0329518c9edafc584adee616
char_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,fba3cda38b35e76592b80099534ae1a59133df3fa1c14f41338aa5e2f2aa316c
word_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,fba3cda38b35e76592b80099534ae1a59133df3fa1c14f41338aa5e2f2aa316c
hybrid_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,doubao-seed-2.0-lite,focus,0,fba3cda38b35e76592b80099534ae1a59133df3fa1c14f41338aa5e2f2aa316c
char_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,glm-5.2,focus,0,daf82ec9c6df7072e91ee55582355af192049ab200adc8941997754c3d862111
word_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,glm-5.2,focus,0,daf82ec9c6df7072e91ee55582355af192049ab200adc8941997754c3d862111
hybrid_svm,routing-v1|scaffolding-448|uniform_scaffold,scaffolding-448,probing,uniform_scaffold,glm-5.2,focus,0,daf82ec9c6df7072e91ee55582355af192049ab200adc8941997754c3d862111
char_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M2.7,probing,1,2bcde418e85a2a90b7ec887ff37d460ff6e20a0a25f2714b7881f330545d5d69
word_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M2.7,probing,1,2bcde418e85a2a90b7ec887ff37d460ff6e20a0a25f2714b7881f330545d5d69
hybrid_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M2.7,probing,1,2bcde418e85a2a90b7ec887ff37d460ff6e20a0a25f2714b7881f330545d5d69
char_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M3,probing,1,8fed39c8d8beb450a5fa298ce45b44dc5b3218bc0d7c0d262ddde5e7724b499e
word_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M3,probing,1,8fed39c8d8beb450a5fa298ce45b44dc5b3218bc0d7c0d262ddde5e7724b499e
hybrid_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,MiniMax-M3,probing,1,8fed39c8d8beb450a5fa298ce45b44dc5b3218bc0d7c0d262ddde5e7724b499e
char_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,deepseek-v4-pro,probing,1,39559a5fa0f6b8a84874f05d66584a41b20d79462c7f9d94a952ff4ece244553
word_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,deepseek-v4-pro,focus,0,39559a5fa0f6b8a84874f05d66584a41b20d79462c7f9d94a952ff4ece244553
hybrid_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,deepseek-v4-pro,probing,1,39559a5fa0f6b8a84874f05d66584a41b20d79462c7f9d94a952ff4ece244553
char_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,bfe8ab22d48fda9634c11df9712886e2d48435a39ac135a5341f6f226cd8b0cd
word_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,bfe8ab22d48fda9634c11df9712886e2d48435a39ac135a5341f6f226cd8b0cd
hybrid_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,doubao-seed-2.0-lite,focus,0,bfe8ab22d48fda9634c11df9712886e2d48435a39ac135a5341f6f226cd8b0cd
char_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,glm-5.2,generic,0,cfd716c2f39a6ecb114195dc32450ce0ada6861c4d9eafdbdc0e4b308ff60c22
word_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,glm-5.2,telling,0,cfd716c2f39a6ecb114195dc32450ce0ada6861c4d9eafdbdc0e4b308ff60c22
hybrid_svm,routing-v1|scaffolding-451|adaptive_router,scaffolding-451,probing,adaptive_router,glm-5.2,generic,0,cfd716c2f39a6ecb114195dc32450ce0ada6861c4d9eafdbdc0e4b308ff60c22
char_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M2.7,probing,1,1e00c6f5442f187c5ed86d8b113e33f8781a4a7ce076a07231ba4b335154f85a
word_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M2.7,probing,1,1e00c6f5442f187c5ed86d8b113e33f8781a4a7ce076a07231ba4b335154f85a
hybrid_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M2.7,probing,1,1e00c6f5442f187c5ed86d8b113e33f8781a4a7ce076a07231ba4b335154f85a
char_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M3,generic,0,8283d4d71f0d7914c8ab64f077ae4e97cba4c9b517f4e9d4b6b39a64442a9778
word_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M3,generic,0,8283d4d71f0d7914c8ab64f077ae4e97cba4c9b517f4e9d4b6b39a64442a9778
hybrid_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,MiniMax-M3,generic,0,8283d4d71f0d7914c8ab64f077ae4e97cba4c9b517f4e9d4b6b39a64442a9778
char_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,deepseek-v4-pro,probing,1,26d4bf06d2bfb5ba38d8b5a16f970e623bc9f6c2ed379b4ce9374a349d8b3cb9
word_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,deepseek-v4-pro,probing,1,26d4bf06d2bfb5ba38d8b5a16f970e623bc9f6c2ed379b4ce9374a349d8b3cb9
hybrid_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,deepseek-v4-pro,probing,1,26d4bf06d2bfb5ba38d8b5a16f970e623bc9f6c2ed379b4ce9374a349d8b3cb9
char_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,doubao-seed-2.0-lite,generic,0,ead887d0b40bb009db7eb39358b05966be9d649acb5b965e924618ac9128401a
word_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,doubao-seed-2.0-lite,focus,0,ead887d0b40bb009db7eb39358b05966be9d649acb5b965e924618ac9128401a
hybrid_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,doubao-seed-2.0-lite,focus,0,ead887d0b40bb009db7eb39358b05966be9d649acb5b965e924618ac9128401a
char_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,glm-5.2,probing,1,eaa5961f2bb4762cfa7af4e6cbff2cc86ff9ab7f491b98d216e26d1cd86bf5b3
word_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,glm-5.2,telling,0,eaa5961f2bb4762cfa7af4e6cbff2cc86ff9ab7f491b98d216e26d1cd86bf5b3
hybrid_svm,routing-v1|scaffolding-451|generic,scaffolding-451,probing,generic,glm-5.2,probing,1,eaa5961f2bb4762cfa7af4e6cbff2cc86ff9ab7f491b98d216e26d1cd86bf5b3
char_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M2.7,probing,1,2956e4e7cf8c2a3e47ae907f38cd520f1f8433d815a0644d01bd5a9810fd4ae3
word_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M2.7,probing,1,2956e4e7cf8c2a3e47ae907f38cd520f1f8433d815a0644d01bd5a9810fd4ae3
hybrid_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M2.7,probing,1,2956e4e7cf8c2a3e47ae907f38cd520f1f8433d815a0644d01bd5a9810fd4ae3
char_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M3,probing,1,34ef98ce9487d6c49f9874acdbde13af5ac5840f631d92bd9e4da564a8def24d
word_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M3,probing,1,34ef98ce9487d6c49f9874acdbde13af5ac5840f631d92bd9e4da564a8def24d
hybrid_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,MiniMax-M3,probing,1,34ef98ce9487d6c49f9874acdbde13af5ac5840f631d92bd9e4da564a8def24d
char_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,deepseek-v4-pro,focus,0,e2ec9cdbb3f461ba443d58089d8f492dd00648a79162a2c7c9eb8d56ce5c1bb9
word_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,deepseek-v4-pro,probing,1,e2ec9cdbb3f461ba443d58089d8f492dd00648a79162a2c7c9eb8d56ce5c1bb9
hybrid_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,deepseek-v4-pro,focus,0,e2ec9cdbb3f461ba443d58089d8f492dd00648a79162a2c7c9eb8d56ce5c1bb9
char_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,doubao-seed-2.0-lite,probing,1,bc9573af858ad80f4985e2efc4c21fb926609015e77a00d875386aaa11459275
word_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,doubao-seed-2.0-lite,focus,0,bc9573af858ad80f4985e2efc4c21fb926609015e77a00d875386aaa11459275
hybrid_svm,routing-v1|scaffolding-451|oracle_action,scaffolding-451,probing,oracle_action,doubao-seed-2.0-lite,probing,1,bc9573af858ad80f4985e2efc4c21fb926609015e77a00d875386aaa11459275
